price,model,exterior_color,interior_color,number_of_keys,year,miles,make,highway_mpg,city_mpg,car_type,number_of_doors,type_of_transmission,number_of_gears
31990,F150 SUPERCREW CAB,Gray,Med Gray Lthr Trim 40/20/40,2,2015,47585,FORD,22,15,Truck,4,Auto,6
10990,FOCUS,White,Med Light Stone Cloth Seats,2,2014,19428,FORD,37,26,Hatchback,4,Auto,6
24590,CX-9,Silver,Black,1,2017,47293,MAZDA,28,22,SUV,4,Auto,7
29990,YUKON,Black,Cocoa/Dune,2,2015,96610,GMC,23,16,SUV,4,Auto,6
18990,ENCORE,White,Ebony,1,2020,9457,BUICK,30,25,SUV,4,Auto,6
27990,GLC,Gray,Black,2,2017,44312,MERCEDES-BENZ,28,21,SUV,4,Auto,9
14590,ACCORD,Gray,Black,2,2013,85911,HONDA,36,27,Sedan,4,Auto,CVT
16990,ENCORE,White,Black,2,2018,15227,BUICK,33,27,SUV,4,Auto,6
15990,E-CLASS,Silver,Black,2,2010,64330,MERCEDES-BENZ,26,17,Coupe,2,Auto,7
14990,CHEROKEE,Blue,Black,1,2015,94907,JEEP,28,20,SUV,4,Auto,9
17990,SANTA FE,Brown,Beige,1,2017,38373,HYUNDAI,25,18,SUV,4,Auto,6
30990,CORVETTE,Black,Black,2,2011,34998,CHEVROLET,25,15,Convertible,2,Auto,6
13590,FORTE,Brown,Black,1,2018,10897,KIA,37,29,Sedan,4,Auto,6
14590,OUTBACK,Silver,Black,1,2014,91580,SUBARU,30,24,Wagon,4,Auto,CVT
14990,TIGUAN LIMITED,Blue,Charcoal Black Cloth,1,2017,52208,VOLKSWAGEN,24,20,SUV,4,Auto,6
13590,JUKE,Silver,Black,1,2014,54029,NISSAN,30,25,SUV,4,Manual,6
23990,PACIFICA,White,Black / Alloy Interior Colors,1,2020,35982,CHRYSLER,28,19,Minivan,4,Auto,9
13590,JOURNEY,White,Black,2,2014,87720,DODGE,25,17,SUV,4,Auto,6
22990,ACADIA,Black,Jet Black,2,2017,63341,GMC,25,18,SUV,4,Auto,6
11990,JETTA,Blue,Black,2,2014,76452,VOLKSWAGEN,37,29,Sedan,4,Auto,6
22990,ACADIA,White,Jet Black,1,2017,44821,GMC,25,18,SUV,4,Auto,6
14990,C-CLASS,White,Brown,2,2013,73076,MERCEDES-BENZ,31,22,Sedan,4,Auto,7
16990,MKZ,Silver,Gray,2,2015,45188,LINCOLN,31,22,Sedan,4,Auto,6
10590,MAZDA6,Silver,Black,1,2012,84602,MAZDA,31,22,Sedan,4,Auto,5
19990,FR-S,White,Black,1,2015,31543,SCION,34,25,Coupe,2,Auto,6
13990,OUTLANDER SPORT,White,Black,1,2015,38916,MITSUBISHI,32,25,SUV,4,Auto,CVT
28990,WRANGLER UNLIMITED,Silver,Black Interior Color,1,2018,39227,JEEP,20,16,SUV,4,Auto,5
30990,GIULIA,Gray,Black Interior Color W/Dark Gray Accent Stitching,2,2018,24252,ALFA_ROMEO,33,24,Sedan,4,Auto,8
19990,LEGACY,White,Black,2,2019,18550,SUBARU,34,25,Sedan,4,Auto,CVT
12590,TIGUAN,Black,Black,1,2013,57160,VOLKSWAGEN,26,21,SUV,4,Auto,6
15990,MUSTANG,White,Charcoal Black Cloth Blacket,1,2014,58147,FORD,29,19,Coupe,2,Manual,6
11590,SOUL,Green,Black,2,2014,76869,KIA,30,24,Wagon,4,Manual,6
12990,FOCUS,Beige,Med Soft Ceramic Lthr Seats,1,2015,34223,FORD,38,26,Sedan,4,Auto,6
29990,Q5,Black,Black,1,2018,48215,AUDI,27,23,SUV,4,Auto,7
17990,OUTLANDER,Gray,Black,1,2017,28003,MITSUBISHI,30,25,SUV,4,Auto,CVT
25990,DURANGO,White,Black,1,2016,73002,DODGE,25,18,SUV,4,Auto,8
9990,VERSA NOTE,Red,Dk. Gray,2,2016,53071,NISSAN,40,31,Hatchback,4,Auto,CVT
11590,PRIUS,White,Tan,1,2012,86146,TOYOTA,48,51,Hatchback,4,Auto,CVT
14990,CHEROKEE,White,Black Interior Color,1,2016,79940,JEEP,31,22,SUV,4,Auto,9
24990,A4,Gray,Black,2,2018,15636,AUDI,37,27,Sedan,4,Auto,7
14590,COROLLA,Silver,Gray,1,2017,22172,TOYOTA,36,28,Sedan,4,Auto,CVT
25990,EXPLORER,Brown,Ebony Black Cloth Seats,1,2017,28074,FORD,23,16,SUV,4,Auto,6
13590,FIESTA,Green,Charcoal Black/Red Stitch,1,2019,49435,FORD,37,27,Hatchback,4,Auto,6
12990,SANTA FE SPORT,Silver,Gray,2,2013,96258,HYUNDAI,29,21,SUV,4,Auto,6
20990,TERRAIN,Silver,Black,1,2019,45120,GMC,28,24,SUV,4,Auto,9
12590,SENTRA,White,Black,2,2018,56899,NISSAN,37,29,Sedan,4,Auto,CVT
31990,GRAND CHEROKEE,Gray,Black,2,2020,30616,JEEP,26,19,SUV,4,Auto,8
28990,1500 CREW CAB,Gray,Black,2,2016,18494,RAM,22,15,Truck,4,Auto,8
26590,6 SERIES,White,Brown,1,2012,54533,BMW,23,15,Convertible,2,Auto,8
12990,ALTIMA,Beige,Beige,1,2015,53445,NISSAN,38,27,Sedan,4,Auto,CVT
12590,PASSAT,White,Black,1,2016,72082,VOLKSWAGEN,38,25,Sedan,4,Auto,6
14590,ELANTRA,Blue,Gray,1,2018,30661,HYUNDAI,37,28,Sedan,4,Auto,6
20990,FLEX,Blue,Charcoal Black Cloth Seats,1,2019,14071,FORD,23,16,SUV,4,Auto,6
12990,CAMRY,White,Tan,1,2013,75768,TOYOTA,35,25,Sedan,4,Auto,6
10590,JETTA,Silver,Black,1,2013,77032,VOLKSWAGEN,48,42,Sedan,4,Auto,7
14590,XV CROSSTREK,White,Beige,1,2014,84161,SUBARU,33,25,SUV,4,Auto,CVT
15990,RAV4,Black,Black,1,2015,92043,TOYOTA,31,24,SUV,4,Auto,6
24990,Q70,Gray,Black,2,2017,39538,INFINITI,25,18,Sedan,4,Auto,7
10990,CRUZE,Black,Lt. Brown,1,2012,90228,CHEVROLET,38,26,Sedan,4,Auto,6
29990,STELVIO,White,Black Interior Color,2,2018,12209,ALFA_ROMEO,28,22,SUV,4,Auto,8
13590,ESCAPE,Black,Charcoal Black Leather Seat,2,2014,89131,FORD,30,22,SUV,4,Auto,6
17990,CX-5,Silver,Black,1,2018,55395,MAZDA,31,24,SUV,4,Auto,6
14990,RX,Blue,Lt. Gray,1,2010,99634,LEXUS,25,18,SUV,4,Auto,6
11590,CRUZE LIMITED,Silver,Black,1,2016,69784,CHEVROLET,35,22,Sedan,4,Auto,6
12590,MAZDA6,Gray,Black,1,2014,94184,MAZDA,38,26,Sedan,4,Auto,6
14990,500L,Black,Black Interior Color,2,2018,35395,FIAT,30,22,Hatchback,4,Auto,6
25990,DISCOVERY SPORT,White,Black,2,2017,32485,LAND_ROVER,25,20,SUV,4,Auto,9
17990,TLX,White,Brown,2,2015,41284,ACURA,35,24,Sedan,4,Auto,8
20990,ENCLAVE,White,Brown,2,2014,86205,BUICK,22,16,SUV,4,Auto,6
15990,GRAND CARAVAN PASSENGER,Black,Black Interior Color,2,2017,75696,DODGE,25,17,Minivan,4,Auto,6
25990,OUTBACK,Black,Black,2,2017,35159,SUBARU,27,20,Wagon,4,Auto,CVT
19990,SRX,Blue,Gray,1,2014,83002,CADILLAC,23,16,SUV,4,Auto,6
21990,IMPALA,Black,Jet Black/Dark Titanium,1,2017,34478,CHEVROLET,28,18,Sedan,4,Auto,6
14590,ACADIA,Beige,Black,1,2015,99773,GMC,24,17,SUV,4,Auto,6
11990,JETTA,Beige,Black,2,2014,68295,VOLKSWAGEN,37,29,Sedan,4,Auto,6
15990,C-CLASS,Silver,Black,2,2013,35947,MERCEDES-BENZ,31,22,Sedan,4,Auto,7
12590,ALTIMA,Gray,Black,1,2015,44354,NISSAN,38,27,Sedan,4,Auto,CVT
14990,CR-V,Gray,Gray,1,2015,60757,HONDA,34,27,SUV,4,Auto,CVT
13990,COROLLA,Blue,Beige,2,2016,36817,TOYOTA,38,29,Sedan,4,Auto,CVT
12990,G,Silver,Dk. Gray,1,2009,71089,INFINITI,26,18,Sedan,4,Auto,7
12990,FIESTA,Gray,Charcoal Black Cloth Seats,1,2019,26550,FORD,37,27,Hatchback,4,Auto,6
11590,IMPALA LIMITED,White,Gray,1,2016,42788,CHEVROLET,30,18,Sedan,4,Auto,6
26990,1500 CREW CAB,Silver,Black / Diesel Gray Interior Colors,2,2016,49127,RAM,22,15,Truck,4,Auto,8
14990,HARDTOP 2 DOOR,Orange,Black,2,2015,52527,MINI,33,26,Hatchback,2,Auto,6
23990,EXPLORER,Red,Ebony Black Cloth Seats,1,2017,40537,FORD,23,16,SUV,4,Auto,6
30990,A6,Black,Nougat Brown,1,2018,40637,AUDI,29,20,Sedan,4,Auto,8
13590,PASSAT,Gray,Black,2,2017,93333,VOLKSWAGEN,34,23,Sedan,4,Auto,6
22990,GS,Gray,Tan,2,2013,37302,LEXUS,26,19,Sedan,4,Auto,6
10590,PASSAT,Silver,Black,2,2013,89429,VOLKSWAGEN,31,22,Sedan,4,Auto,6
27990,4 SERIES,Blue,Brown,1,2017,21300,BMW,33,23,Coupe,4,Auto,8
26590,CAYENNE,Gray,Black,2,2011,58209,PORSCHE,22,16,SUV,4,Auto,8
26990,S60,Gray,Black,2,2019,15165,VOLVO,32,21,Sedan,4,Auto,8
15590,XTERRA,Red,Dk. Gray,2,2013,102357,NISSAN,20,15,SUV,4,Auto,5
19990,ES,Red,Black,1,2013,62124,LEXUS,31,21,Sedan,4,Auto,6
14590,500X,Black,Black,1,2016,24798,FIAT,31,22,SUV,4,Auto,9
24990,TRAVERSE,Silver,Black,2,2018,45061,CHEVROLET,27,18,SUV,4,Auto,9
12990,FOCUS,Gray,Charcoal Black Leather Seat,1,2015,33545,FORD,38,26,Hatchback,4,Auto,6
24990,DURANGO,Silver,Black,1,2019,32653,DODGE,26,19,SUV,4,Auto,8
14990,OUTBACK,Gray,Black,1,2014,87031,SUBARU,30,24,Wagon,4,Auto,CVT
26590,STELVIO,Silver,Black/Black Interior Colors,2,2018,13673,ALFA_ROMEO,28,22,SUV,4,Auto,8
13990,500,Blue,Beige,2,2018,22694,FIAT,33,28,Hatchback,2,Manual,5
30590,GLC,White,Beige,1,2018,24781,MERCEDES-BENZ,28,22,SUV,4,Auto,9
18990,ILX,Gray,Black,2,2018,27005,ACURA,35,25,Sedan,4,Auto,8
11990,PRIUS,Gray,Gray,1,2015,102267,TOYOTA,48,51,Hatchback,4,Auto,CVT
14990,CR-V,Brown,Gray,2,2012,36487,HONDA,30,22,SUV,4,Auto,5
34990,X3,Black,Black,2,2019,14433,BMW,30,23,SUV,4,Auto,8
20990,PATHFINDER,Black,Beige,2,2016,54142,NISSAN,27,20,SUV,4,Auto,CVT
34990,GLADIATOR,Silver,Black Interior Color,2,2020,30688,JEEP,22,17,Truck,4,Auto,8
16990,CAMARO,Red,Black,2,2014,57439,CHEVROLET,30,19,Coupe,2,Auto,6
24590,NX,White,Black,1,2017,46163,LEXUS,28,22,SUV,4,Auto,6
12990,MAZDA6,White,Sand,2,2014,89620,MAZDA,38,26,Sedan,4,Auto,6
17990,XV CROSSTREK,White,Black,1,2015,71895,SUBARU,33,26,SUV,4,Auto,CVT
23990,CAMARO,Silver,Black,1,2019,24180,CHEVROLET,29,19,Convertible,2,Auto,8
28990,CX-5,Blue,Deep Red,2,2019,19958,MAZDA,27,22,SUV,4,Auto,6
27990,TITAN CREW CAB,Black,Black,1,2018,58982,NISSAN,21,15,Truck,4,Auto,7
17590,CHEROKEE,Gray,Black,1,2018,40696,JEEP,30,21,SUV,4,Auto,9
12990,ESCAPE,Black,Charcoal Black Cloth Seats,2,2016,91023,FORD,31,22,SUV,4,Auto,6
16990,ECOSPORT,Blue,Ebony Blk Unique Cloth Seat,1,2019,18376,FORD,29,23,SUV,4,Auto,6
20990,CLARITY PLUG-IN HYBRID,Green,Beige,2,2018,9768,HONDA,40,44,Sedan,4,Auto,CVT
27990,RC,White,Brown,1,2015,61284,LEXUS,28,19,Coupe,2,Auto,8
13590,CIVIC,Gray,Beige,1,2015,42600,HONDA,39,30,Sedan,4,Auto,CVT
14990,SANTA FE SPORT,Red,Beige,2,2013,82700,HYUNDAI,24,19,SUV,4,Auto,6
21990,A3,Red,Beige,2,2017,27443,AUDI,31,24,Sedan,4,Auto,6
22990,ACADIA,Burgundy,Gray,2,2017,72009,GMC,25,18,SUV,4,Auto,6
33990,S60,Blue,Black,1,2019,15419,VOLVO,32,21,Sedan,4,Auto,8
11990,SOUL,Red,Black,2,2018,58767,KIA,30,25,Wagon,4,Auto,6
18990,JOURNEY,Red,Black,2,2019,15863,DODGE,25,17,SUV,4,Auto,6
18990,GRAND CHEROKEE,Gray,Black,1,2014,92673,JEEP,24,17,SUV,4,Auto,8
19990,TERRAIN,Red,Jet Black,2,2018,19243,GMC,28,24,SUV,4,Auto,9
22990,CAMARO,Blue,Gray,2,2017,11036,CHEVROLET,31,22,Coupe,2,Auto,8
12990,500X,Red,Nero (Black) Interior Color,1,2016,37157,FIAT,31,22,SUV,4,Auto,9
27990,GHIBLI,White,Tan,2,2015,34547,MASERATI,25,15,Sedan,4,Auto,8
15590,EQUINOX,Gray,Gray,2,2016,53816,CHEVROLET,32,22,SUV,4,Auto,6
14590,TSX,Gray,Black,2,2012,91611,ACURA,31,22,Sedan,4,Auto,5
28990,MUSTANG,Orange,Ebony Leather Grain Sts,1,2015,29253,FORD,25,16,Coupe,2,Auto,6
22990,CAMARO,Gray,Black,1,2019,23887,CHEVROLET,29,19,Convertible,2,Auto,8
10590,HARDTOP,White,Black,2,2013,89072,MINI,36,28,Hatchback,2,Auto,6
17990,XV CROSSTREK,Green,Black,1,2015,59214,SUBARU,33,26,SUV,4,Auto,CVT
13990,ROGUE,Silver,Black,1,2016,95888,NISSAN,33,26,SUV,4,Auto,CVT
14990,CT,Red,Tan,1,2012,49755,LEXUS,40,43,Hatchback,4,Auto,CVT
9990,FOCUS,Red,Black,1,2016,80998,FORD,38,26,Sedan,4,Auto,6
14990,CR-V,Blue,Gray,1,2014,80335,HONDA,31,23,SUV,4,Auto,5
14590,MAZDA3,Red,Black,1,2018,78550,MAZDA,35,26,Hatchback,4,Auto,6
16990,CADENZA,Black,Black,2,2016,33007,KIA,28,19,Sedan,4,Auto,6
17990,A3,Black,Gray,1,2016,52010,AUDI,33,23,Sedan,4,Auto,6
18990,TRAVERSE,Gray,Gray,2,2014,84887,CHEVROLET,23,16,SUV,4,Auto,6
9990,FORTE,Gray,Gray,1,2014,97137,KIA,36,24,Sedan,4,Auto,6
18990,TUCSON,Blue,Black,2,2017,34478,HYUNDAI,30,25,SUV,4,Auto,7
15990,Q60,Black,Lt. Gray,1,2014,102069,INFINITI,25,18,Coupe,2,Auto,7
13590,CIVIC,White,Black,2,2014,62790,HONDA,39,30,Sedan,4,Auto,CVT
25990,STELVIO,Red,Black Interior Color,2,2018,17690,ALFA_ROMEO,28,22,SUV,4,Auto,8
13990,FUSION,Black,Black,2,2013,52224,FORD,31,22,Sedan,4,Auto,6
23990,CAMARO,Black,Black,2,2011,22724,CHEVROLET,25,16,Convertible,2,Auto,6
18990,ALTIMA,Gray,Sport,1,2020,25541,NISSAN,37,27,Sedan,4,Auto,CVT
25990,G80,Gray,Black/Black,2,2018,30251,GENESIS,27,19,Sedan,4,Auto,8
24990,A4,Silver,Black,1,2018,39649,AUDI,34,24,Sedan,4,Auto,7
16990,GLK-CLASS,Black,Black,2,2013,76661,MERCEDES-BENZ,25,19,SUV,4,Auto,7
11990,MAZDA3,Silver,Black,1,2013,27914,MAZDA,39,28,Hatchback,4,Auto,6
23990,EDGE,Black,Ebony Leather-Trimmed Seats,1,2019,31642,FORD,29,22,SUV,4,Auto,8
10990,CR-Z,Black,Black,1,2014,91087,HONDA,39,36,Coupe,2,Auto,CVT
21990,KONA,White,Gray,1,2019,29047,HYUNDAI,32,28,SUV,4,Auto,7
15990,FIESTA,White,Black,2,2016,28324,FORD,32,26,Hatchback,4,Manual,6
14590,VENZA,Silver,Lt. Gray,2,2011,103564,TOYOTA,25,18,Wagon,4,Auto,6
10590,CIVIC,Gray,Gray,1,2012,85440,HONDA,39,28,Coupe,2,Auto,5
14990,ROGUE,Red,Beige,1,2015,65256,NISSAN,32,25,SUV,4,Auto,CVT
25990,OUTBACK,Black,Brown,2,2017,31237,SUBARU,27,20,Wagon,4,Auto,CVT
14990,CIVIC,Gray,Black,2,2013,73812,HONDA,31,22,Sedan,4,Manual,6
14590,MAZDA6,Blue,Black,1,2016,88915,MAZDA,40,28,Sedan,4,Auto,6
9990,FIT,Black,Gray,2,2013,98253,HONDA,35,28,Hatchback,4,Auto,5
21990,EXPLORER,Silver,Black,1,2017,54055,FORD,24,17,SUV,4,Auto,6
14590,FOCUS,Silver,Med Soft Ceramic Lthr Seats,1,2018,42115,FORD,34,24,Hatchback,4,Auto,6
27990,WRANGLER,Black,Black,2,2016,37023,JEEP,20,16,SUV,4,Auto,5
14590,TUCSON,White,Beige,2,2016,58917,HYUNDAI,31,23,SUV,4,Auto,6
24990,EXPLORER,Blue,Ebony Black Cloth Seats,1,2017,27388,FORD,24,17,SUV,4,Auto,6
20990,DURANGO,Blue,Black,1,2016,91497,DODGE,27,19,SUV,4,Auto,8
10590,COROLLA,White,Black,1,2013,99153,TOYOTA,34,26,Sedan,4,Auto,4
13590,ENCORE,Silver,Black,1,2016,47427,BUICK,33,25,SUV,4,Auto,6
16990,IMPREZA,White,Ivory,1,2017,55145,SUBARU,37,28,Wagon,4,Auto,CVT
11990,SONIC,Black,Jet Black/Dark Titanium,1,2019,37630,CHEVROLET,34,26,Sedan,4,Auto,6
11990,CRUZE,White,Jet Black,1,2018,62225,CHEVROLET,40,29,Sedan,4,Auto,6
23990,WRANGLER,Black,Black,1,2013,26142,JEEP,21,17,SUV,2,Manual,6
11590,VERSA,Gray,Black,1,2018,33741,NISSAN,39,31,Sedan,4,Auto,CVT
19990,TAURUS,Gray,Black,1,2019,12819,FORD,26,18,Sedan,4,Auto,6
11590,SPARK,Gray,Jet Black,2,2019,12602,CHEVROLET,38,30,Hatchback,4,Auto,CVT
14590,SPORTAGE,Blue,Black,1,2019,62166,KIA,29,22,SUV,4,Auto,6
26990,CHARGER,Silver,Black Interior Color,2,2020,20209,DODGE,30,19,Sedan,4,Auto,8
16990,TL,White,Black,1,2013,88018,ACURA,26,18,Sedan,4,Auto,6
13590,MAZDA6,Gray,Black,2,2015,53475,MAZDA,38,26,Sedan,4,Auto,6
14990,A4,Black,Black,1,2013,67643,AUDI,31,24,Sedan,4,Auto,CVT
13990,SPORTAGE,White,Gray,2,2016,47863,KIA,28,21,SUV,4,Auto,6
12590,CRUZE,Black,Black,1,2018,21874,CHEVROLET,40,29,Sedan,4,Auto,6
17990,GRAND CHEROKEE,White,Black,2,2016,84359,JEEP,26,19,SUV,4,Auto,8
15990,SORENTO,Black,Black,1,2017,60435,KIA,25,18,SUV,4,Auto,6
24990,X1,Gray,Black,1,2017,21815,BMW,32,23,SUV,4,Auto,8
16590,DURANGO,Red,Black Interior Color,1,2013,88338,DODGE,23,16,SUV,4,Auto,5
11590,SONATA,White,Beige,1,2013,42311,HYUNDAI,35,24,Sedan,4,Auto,6
18990,FR-S,Silver,Black,1,2015,45606,SCION,34,25,Coupe,2,Auto,6
20990,GLK-CLASS,Gray,Black,1,2014,56417,MERCEDES-BENZ,25,19,SUV,4,Auto,7
13590,ALTIMA,Beige,Beige,2,2013,40602,NISSAN,31,22,Sedan,4,Auto,CVT
29990,1500 CREW CAB,White,Black Interior Color,1,2019,10697,RAM,22,15,Truck,4,Auto,8
13990,G,White,Beige,1,2013,98126,INFINITI,25,18,Sedan,4,Auto,7
26990,RIDGELINE,Gray,Black,1,2018,48793,HONDA,26,19,Truck,4,Auto,6
17990,PRIUS V,White,Black,1,2017,50729,TOYOTA,39,43,Wagon,4,Auto,CVT
12990,ALTIMA,Black,Dk. Gray,2,2015,49588,NISSAN,38,27,Sedan,4,Auto,CVT
20990,RAV4,Black,Orange Zest,1,2018,20836,TOYOTA,30,23,SUV,4,Auto,6
10990,SANTA FE,Gray,Black,2,2009,63437,HYUNDAI,24,17,SUV,4,Auto,5
19990,CAMARO,Black,Black,1,2014,38143,CHEVROLET,30,19,Coupe,2,Auto,6
14990,CRUZE,Gray,Dark Atmosphere/Medium Atmosphere,1,2017,29949,CHEVROLET,39,29,Sedan,4,Auto,6
24990,CX-5,Red,Black,2,2018,20799,MAZDA,29,23,SUV,4,Auto,6
16590,ROGUE,Silver,Black,1,2017,57775,NISSAN,32,25,SUV,4,Auto,CVT
16990,MX-5 MIATA,Red,Black,1,2012,28151,MAZDA,28,21,Convertible,2,Auto,6
17990,TLX,Silver,Gray,2,2015,43671,ACURA,34,21,Sedan,4,Auto,9
27990,RAV4,Blue,White Ash,1,2019,13070,TOYOTA,35,26,SUV,4,Auto,8
17990,IS,Silver,Black,1,2014,91053,LEXUS,27,20,Sedan,4,Auto,6
15990,RDX,Gray,Black,1,2014,81068,ACURA,28,20,SUV,4,Auto,6
15990,TUCSON,White,Beige,1,2016,47930,HYUNDAI,31,25,SUV,4,Auto,7
9990,SONATA,Gray,Gray,2,2012,96053,HYUNDAI,35,24,Sedan,4,Auto,6
12590,TIGUAN,Silver,Black,2,2014,66440,VOLKSWAGEN,26,21,SUV,4,Auto,6
28990,GRAND CHEROKEE,Black,Black,1,2019,29586,JEEP,26,19,SUV,4,Auto,8
13590,ACCORD,Gray,Black,2,2014,96609,HONDA,36,27,Sedan,4,Auto,CVT
15990,JOURNEY,Black,Black,2,2015,52904,DODGE,25,17,SUV,4,Auto,6
15590,CIVIC,Silver,Black,2,2016,40005,HONDA,41,31,Sedan,4,Auto,CVT
12590,FORTE KOUP,Silver,Black,2,2016,36232,KIA,34,25,Coupe,2,Auto,6
29990,Q5,Silver,Black,2,2018,28430,AUDI,27,23,SUV,4,Auto,7
13590,MAZDA6,Blue,Black,1,2015,91135,MAZDA,38,26,Sedan,4,Auto,6
12590,ESCAPE,White,Charcoal Black Cloth Seats,1,2015,99224,FORD,28,21,SUV,4,Auto,6
15990,XF,White,Off White,2,2012,87507,JAGUAR,23,16,Sedan,4,Auto,6
11990,SENTRA,White,Black,2,2017,43340,NISSAN,37,27,Sedan,4,Auto,CVT
19590,TAURUS,Gray,Black,1,2019,14605,FORD,26,18,Sedan,4,Auto,6
12590,TSX,Gray,Black,2,2012,92997,ACURA,31,22,Sedan,4,Auto,5
10990,SENTRA,Gray,Dk. Gray,2,2015,63157,NISSAN,39,29,Sedan,4,Auto,CVT
15990,TOUAREG,Gray,Black Anthracite,1,2014,98865,VOLKSWAGEN,23,17,SUV,4,Auto,8
13990,CAMRY,White,Black,1,2013,63564,TOYOTA,35,25,Sedan,4,Auto,6
12590,VELOSTER,Gray,Black/Black,1,2015,76867,HYUNDAI,36,27,Coupe,3,Auto,6
19990,GOLF GTI,Blue,Black,2,2016,22100,VOLKSWAGEN,33,25,Sedan,4,Auto,6
22990,CLA,Black,Beige,2,2018,59400,MERCEDES-BENZ,37,24,Coupe,4,Auto,7
14990,FOCUS ST,Silver,Dk. Gray,2,2013,75670,FORD,32,23,Hatchback,4,Manual,6
10590,SPARK,Yellow,Dark Pewter W/Silver Trim,2,2014,33467,CHEVROLET,39,30,Hatchback,4,Auto,CVT
12590,VELOSTER,Silver,Black/Black,1,2017,69053,HYUNDAI,35,28,Coupe,3,Auto,6
15990,MUSTANG,White,Lt. Gray,1,2014,65075,FORD,31,19,Coupe,2,Auto,6
12990,SANTA FE SPORT,Brown,Beige,1,2013,66826,HYUNDAI,29,21,SUV,4,Auto,6
14990,LACROSSE,Gray,Black,2,2014,46079,BUICK,28,18,Sedan,4,Auto,6
21990,GS,Silver,Lt. Gray,1,2013,66231,LEXUS,28,19,Sedan,4,Auto,6
29990,TRAVERSE,Silver,Jet Black,2,2020,9040,CHEVROLET,27,18,SUV,4,Auto,9
23990,EXPLORER,Silver,Dk. Gray,1,2017,47811,FORD,23,16,SUV,4,Auto,6
13590,SOUL,Black,Black,2,2018,23579,KIA,30,24,Wagon,4,Manual,6
19990,EDGE,Gray,Black,1,2017,47706,FORD,27,20,SUV,4,Auto,6
12590,ESCAPE,Gray,Lt. Gray,2,2015,79717,FORD,31,22,SUV,4,Auto,6
16990,MALIBU,Black,Black,1,2019,45445,CHEVROLET,36,29,Sedan,4,Auto,CVT
12990,JUKE,White,Black,2,2015,73686,NISSAN,31,26,SUV,4,Auto,CVT
12990,JOURNEY,Gray,Black Interior Color,1,2017,73899,DODGE,25,19,SUV,4,Auto,4
21990,CAMARO,Red,Jet Black,1,2017,14664,CHEVROLET,31,22,Coupe,2,Auto,8
22990,Q7,Blue,Beige,1,2014,88421,AUDI,28,19,SUV,4,Auto,8
14590,OPTIMA,Gray,Beige,2,2016,47679,KIA,37,25,Sedan,4,Auto,6
16990,SPORTAGE,Silver,Black,1,2019,23967,KIA,25,21,SUV,4,Auto,6
13590,500 ABARTH,White,Nero (Black) Interior Color,1,2014,43907,FIAT,34,28,Convertible,2,Manual,5
14990,PRIUS,White,Beige,1,2016,75752,TOYOTA,50,54,Hatchback,4,Auto,CVT
14990,RAV4,Blue,Black,1,2014,98997,TOYOTA,31,24,SUV,4,Auto,6
22990,TERRAIN,Silver,Black,1,2018,42737,GMC,26,21,SUV,4,Auto,9
23590,DURANGO,Silver,Black Interior Color,1,2018,65534,DODGE,26,19,SUV,4,Auto,8
23990,PILOT,White,Black,1,2017,22083,HONDA,27,19,SUV,4,Auto,6
16990,GOLF GTI,Gray,Black,1,2017,51111,VOLKSWAGEN,32,24,Sedan,4,Auto,6
11990,ALTIMA,Gray,Dk. Gray,1,2014,59733,NISSAN,38,27,Sedan,4,Auto,CVT
20990,HIGHLANDER,Beige,Beige,1,2014,61799,TOYOTA,25,19,SUV,4,Auto,6
27990,WRANGLER UNLIMITED,Gray,Black,2,2017,49830,JEEP,20,16,SUV,4,Auto,5
20990,ACADIA,White,Dk. Brown,2,2014,70934,GMC,24,17,SUV,4,Auto,6
11990,FORTE,Blue,Black,2,2017,30637,KIA,38,29,Sedan,4,Auto,6
24990,FRONTIER CREW CAB,White,Lt. Gray,2,2018,39471,NISSAN,21,15,Truck,4,Auto,5
13990,CHEROKEE,White,Black,2,2015,71350,JEEP,31,22,SUV,4,Auto,9
26990,RC,White,Black,1,2016,28077,LEXUS,32,22,Coupe,2,Auto,8
12990,CIVIC,Gray,Black,2,2014,52764,HONDA,39,30,Sedan,4,Auto,CVT
29990,WRANGLER UNLIMITED,Black,Black Interior Color,2,2018,24458,JEEP,20,16,SUV,4,Auto,5
11590,MIRAGE G4,Silver,Black,1,2019,26477,MITSUBISHI,41,35,Sedan,4,Auto,CVT
24990,EXPEDITION EL,Black,Ebony Cloth Bucket Seats,1,2017,72370,FORD,20,15,SUV,4,Auto,6
20990,SPORTAGE,Red,Black,1,2018,26129,KIA,26,21,SUV,4,Auto,6
23590,EXPLORER,White,Dk. Gray,1,2017,49566,FORD,23,16,SUV,4,Auto,6
12590,PRIUS,Black,Black,1,2013,77096,TOYOTA,48,51,Hatchback,4,Auto,CVT
11590,ELANTRA,Silver,Other,1,2015,64928,HYUNDAI,38,28,Sedan,4,Auto,6
11990,COUNTRYMAN,Gray,Black,2,2013,80055,MINI,32,25,Hatchback,4,Auto,6
24990,GOLF GTI,Red,Titan Black W/Clark Plaid Cloth,2,2018,8611,VOLKSWAGEN,32,24,Sedan,4,Auto,6
18990,CAMRY,Silver,Other,1,2018,32829,TOYOTA,41,29,Sedan,4,Auto,8
11590,FORTE,White,Black,1,2015,63436,KIA,36,25,Sedan,4,Auto,6
