price,model,exterior_color,interior_color,number_of_keys,year,miles,make,highway_mpg,city_mpg,car_type,number_of_doors,type_of_transmission,number_of_gears
14590,ACADIA,Blue,Ebony,2,2013,100706,GMC,24,17,SUV,4,Auto,6
15990,M,Black,Beige,2,2013,92432,INFINITI,26,18,Sedan,4,Auto,7
24990,TLX,Black,Black,1,2018,31216,ACURA,32,20,Sedan,4,Auto,9
13990,EDGE,Black,Lt. Gray,1,2014,85248,FORD,27,19,SUV,4,Auto,6
12590,DART,Red,Black,1,2014,70807,DODGE,35,23,Sedan,4,Auto,6
26590,IS,Gray,Nuance Black,1,2018,22838,LEXUS,32,22,Sedan,4,Auto,8
14990,TL,Black,Tan,1,2012,37101,ACURA,29,20,Sedan,4,Auto,6
32990,XC60,Blue,Black,2,2018,23920,VOLVO,27,22,SUV,4,Auto,8
12990,FORTE,Blue,Black,2,2018,22744,KIA,37,29,Sedan,4,Auto,6
13590,ILX,White,Beige,1,2013,73414,ACURA,35,24,Sedan,4,Auto,5
20590,LACROSSE,Blue,Brandy,1,2017,61224,BUICK,29,20,Sedan,4,Auto,6
15990,FR-S,Orange,Black,1,2013,65565,SCION,34,25,Coupe,2,Auto,6
14590,OUTLANDER SPORT,Black,Black,1,2019,18791,MITSUBISHI,29,23,SUV,4,Manual,5
15990,PATRIOT,Red,Black,2,2017,34322,JEEP,25,20,SUV,4,Auto,6
29990,WRANGLER UNLIMITED,Black,Black Interior Color,2,2017,18934,JEEP,20,16,SUV,4,Auto,5
34990,Q7,Gray,Black,1,2017,37977,AUDI,25,19,SUV,4,Auto,8
32590,WRANGLER UNLIMITED,Black,Black,2,2018,12906,JEEP,23,18,SUV,4,Auto,8
20990,E-CLASS,Black,Black,2,2015,55107,MERCEDES-BENZ,28,20,Sedan,4,Auto,7
27990,TACOMA DOUBLE CAB,Red,Cement Gray,1,2016,57313,TOYOTA,24,19,Truck,4,Auto,6
11590,SPARK,Black,Jet Black/Jet Black,1,2020,12098,CHEVROLET,38,30,Hatchback,4,Auto,CVT
12590,VELOSTER,Silver,Black,2,2014,74537,HYUNDAI,31,24,Coupe,3,Auto,6
30990,RX,Silver,Black(3d Film,1,2017,38251,LEXUS,27,20,SUV,4,Auto,8
21990,E-CLASS,Silver,Beige,2,2014,40740,MERCEDES-BENZ,30,21,Sedan,4,Auto,7
31990,RX,Gray,Stratus Gray,2,2017,24120,LEXUS,27,20,SUV,4,Auto,8
29990,ARMADA,Gray,Black,1,2019,36382,NISSAN,18,13,SUV,4,Auto,7
14990,CT,Gray,Black,1,2013,74332,LEXUS,40,43,Hatchback,4,Auto,CVT
14590,JUKE,White,Nismo,1,2014,46354,NISSAN,29,25,SUV,4,Auto,CVT
10590,VELOSTER,Yellow,Black,1,2012,91807,HYUNDAI,37,27,Coupe,3,Manual,6
25990,NX,Gray,Black,2,2017,31680,LEXUS,28,22,SUV,4,Auto,6
11590,LACROSSE,White,Black,1,2011,56725,BUICK,30,19,Sedan,4,Auto,6
28990,RC,Gray,Black,2,2017,26818,LEXUS,32,22,Coupe,2,Auto,8
15990,A5,White,Brown,1,2012,70190,AUDI,29,21,Coupe,2,Auto,8
15990,RX,Red,Other,2,2010,60752,LEXUS,25,18,SUV,4,Auto,6
26990,1500 QUAD CAB,White,Black,2,2018,42544,RAM,21,15,Truck,4,Auto,8
29990,RX,Gray,Black,2,2017,45623,LEXUS,27,20,SUV,4,Auto,8
14990,PATHFINDER,Black,Beige,1,2013,82203,NISSAN,25,19,SUV,4,Auto,CVT
12990,MKS,Red,Black Ultimate Leather,2,2012,71120,LINCOLN,23,16,Sedan,4,Auto,6
34990,CHARGER,Red,Black,2,2018,36660,DODGE,25,15,Sedan,4,Auto,8
13590,JETTA SPORTWAGEN,Black,Black,2,2014,56497,VOLKSWAGEN,37,29,Wagon,4,Auto,6
15590,CTS,Black,Black,1,2014,84761,CADILLAC,27,18,Coupe,2,Auto,6
11590,PRIUS,Black,Gray,2,2014,89341,TOYOTA,48,51,Hatchback,4,Auto,CVT
16990,A5,White,Black,1,2014,79665,AUDI,29,20,Coupe,2,Auto,8
16990,Q5,Gray,Black,2,2012,74163,AUDI,23,18,SUV,4,Auto,6
9990,SONIC,Blue,Black,2,2016,77434,CHEVROLET,35,24,Sedan,4,Auto,6
16990,X5,Black,Black Sensatec,1,2013,84347,BMW,23,16,SUV,4,Auto,8
17990,ATS,Black,Jet Black With Jet Black Accents,1,2017,42526,CADILLAC,31,22,Sedan,4,Auto,8
14990,LACROSSE,Beige,Beige,2,2014,40644,BUICK,28,18,Sedan,4,Auto,6
15990,FR-S,Blue,Black,2,2013,68326,SCION,30,22,Coupe,2,Manual,6
18990,SIENNA,Blue,Beige,2,2017,58090,TOYOTA,27,19,Minivan,4,Auto,8
10990,JETTA SPORTWAGEN,Silver,Black,1,2013,91876,VOLKSWAGEN,37,29,Wagon,4,Auto,6
31990,HIGHLANDER,White,Gray,2,2018,12948,TOYOTA,27,21,SUV,4,Auto,8
24590,PATHFINDER,Blue,Black,1,2018,44373,NISSAN,26,19,SUV,4,Auto,CVT
16990,CLARITY PLUG-IN HYBRID,Burgundy,Beige,2,2018,74013,HONDA,40,44,Sedan,4,Auto,CVT
29990,RANGER SUPERCREW,Black,Black,2,2019,22523,FORD,26,21,Truck,4,Auto,10
13590,200,White,Black,1,2015,45391,CHRYSLER,32,19,Sedan,4,Auto,9
18990,MDX,White,Tan,2,2014,76680,ACURA,28,20,SUV,4,Auto,6
31990,1500 QUAD CAB,Black,Black / Diesel Gray Interior Colors,2,2017,15105,RAM,21,15,Truck,4,Auto,8
24990,ES,Black,Gray,2,2017,27946,LEXUS,30,21,Sedan,4,Auto,6
15990,ES,Black,Black,2,2013,81266,LEXUS,39,40,Sedan,4,Auto,CVT
20990,MKZ,Blue,Ebony Leather,2,2017,43800,LINCOLN,31,21,Sedan,4,Auto,6
12590,CT,Silver,Black,1,2013,96298,LEXUS,40,43,Hatchback,4,Auto,CVT
16990,MX-5 MIATA,Silver,Black / Red,2,2015,35010,MAZDA,28,21,Convertible,2,Auto,6
21990,DURANGO,White,Beige,1,2016,29236,DODGE,27,19,SUV,4,Auto,8
20990,ODYSSEY,Gray,Gray,1,2014,57000,HONDA,28,19,Minivan,4,Auto,6
33990,TUNDRA DOUBLE CAB,Silver,Black,2,2019,16942,TOYOTA,18,13,Truck,4,Auto,6
20990,RX,Silver,Black,2,2015,78313,LEXUS,24,18,SUV,4,Auto,6
25590,QX80,Black,Beige,1,2015,94096,INFINITI,20,14,SUV,4,Auto,7
15990,RDX,Gray,Tan,1,2014,76852,ACURA,27,19,SUV,4,Auto,6
11590,SPARK,Blue,Jet Black,2,2018,10949,CHEVROLET,39,29,Hatchback,4,Manual,5
13990,OUTLANDER SPORT,Gray,Black,2,2016,29262,MITSUBISHI,27,22,SUV,4,Auto,CVT
11990,SANTA FE SPORT,Black,Gray,1,2013,86661,HYUNDAI,29,21,SUV,4,Auto,6
23990,CTS,Gray,Black,1,2014,64936,CADILLAC,24,16,Sedan,4,Auto,8
18990,IS,Gray,Beige,2,2014,73896,LEXUS,27,20,Sedan,4,Auto,6
19990,E-CLASS,Black,Beige,2,2016,70696,MERCEDES-BENZ,28,20,Sedan,4,Auto,7
29590,RC,White,Brown,1,2015,23725,LEXUS,28,19,Coupe,2,Auto,8
16990,ENCLAVE,Beige,Black,1,2015,75946,BUICK,22,16,SUV,4,Auto,6
27990,1500 QUAD CAB,Gray,Black,2,2017,22263,RAM,23,16,Truck,4,Auto,8
19990,GOLF GTI,Gray,Black,2,2017,33567,VOLKSWAGEN,34,24,Sedan,4,Manual,6
14590,ES,White,Lt. Gray,1,2012,83106,LEXUS,28,19,Sedan,4,Auto,6
29990,1500 QUAD CAB,Gray,Black / Diesel Gray Interior Colors,2,2017,19427,RAM,21,15,Truck,4,Auto,8
15990,COROLLA HATCHBACK,Silver,Black,1,2019,23003,TOYOTA,42,32,Hatchback,4,Auto,CVT
14590,ECOSPORT,Red,Ebony Blk Unique Cloth Seat,2,2019,53225,FORD,29,27,SUV,4,Auto,6
11990,JETTA SPORTWAGEN,Silver,Cornsilk Leatherette,1,2013,69901,VOLKSWAGEN,37,29,Wagon,4,Auto,6
12590,VELOSTER,Gray,Black/Black,1,2015,46263,HYUNDAI,36,27,Coupe,3,Auto,6
15990,TOWN & COUNTRY,White,Black / Light Graystone Interior Colors,1,2016,60244,CHRYSLER,25,17,Minivan,4,Auto,6
16990,RX,Black,Black,1,2012,98204,LEXUS,28,30,SUV,4,Auto,CVT
19990,LACROSSE,Brown,Beige,2,2016,19706,BUICK,28,18,Sedan,4,Auto,6
19990,Q50,Gray,Black,1,2017,69450,INFINITI,29,20,Sedan,4,Auto,7
26990,SILVERADO 1500 CREW CAB,Blue,Black,2,2015,63440,CHEVROLET,23,16,Truck,4,Auto,6
26990,TACOMA DOUBLE CAB,White,Gray,1,2019,13485,TOYOTA,23,20,Truck,4,Auto,6
29990,TACOMA DOUBLE CAB,Silver,Black,2,2018,36138,TOYOTA,24,19,Truck,4,Auto,6
14990,FORTWO CABRIO,White,Black,2,2017,23117,SMART,39,34,Convertible,2,Auto,6
16990,ES,Black,Beige,2,2014,83996,LEXUS,31,21,Sedan,4,Auto,6
15990,MDX,Gray,Black,2,2012,103593,ACURA,21,16,SUV,4,Auto,6
20990,4 SERIES,Brown,Beige,2,2015,37478,BMW,32,22,Coupe,4,Auto,8
18990,ES,Black,Black,1,2015,58301,LEXUS,31,21,Sedan,4,Auto,6
28990,TACOMA DOUBLE CAB,White,Black,2,2019,15938,TOYOTA,24,19,Truck,4,Auto,6
12990,GOLF,Gray,Black,2,2013,61674,VOLKSWAGEN,42,30,Hatchback,4,Auto,6
12590,TOWN & COUNTRY,Black,Black Trim And Light Graystone Seat Color,1,2013,89738,CHRYSLER,25,17,Minivan,4,Auto,6
12990,SANTA FE SPORT,Black,Gray,1,2013,51552,HYUNDAI,29,21,SUV,4,Auto,6
21990,WRX,Blue,Black,2,2017,67039,SUBARU,24,18,Sedan,4,Auto,CVT
29990,STELVIO,Gray,Black/Black Interior Colors,2,2018,14676,ALFA_ROMEO,28,22,SUV,4,Auto,8
9990,FORTE,Blue,Black,2,2015,67557,KIA,36,25,Sedan,4,Auto,6
25990,TACOMA DOUBLE CAB,Orange,Lt. Gray,2,2017,55427,TOYOTA,24,19,Truck,4,Auto,6
11590,200,Blue,Black,2,2015,59341,CHRYSLER,36,23,Sedan,4,Auto,9
29990,RX,White,Gray,2,2017,45020,LEXUS,26,19,SUV,4,Auto,8
10590,500,Green,Black,1,2014,40687,FIAT,34,27,Hatchback,2,Auto,6
13990,COUNTRYMAN,White,Other,1,2015,55395,MINI,34,27,Hatchback,4,Manual,6
19990,A4,White,Black,1,2014,37658,AUDI,29,20,Sedan,4,Auto,8
30990,WRANGLER UNLIMITED,Gray,Black Interior Color,1,2017,30000,JEEP,20,16,SUV,4,Auto,5
25990,CHARGER,Orange,Black Interior Color,2,2018,30979,DODGE,27,18,Sedan,4,Auto,8
18990,E-CLASS,Black,Black,2,2014,65762,MERCEDES-BENZ,28,20,Sedan,4,Auto,7
20590,TIGUAN,Black,Black,1,2018,19368,VOLKSWAGEN,27,22,SUV,4,Auto,8
14590,FORTE,Blue,Black,2,2018,13091,KIA,37,29,Sedan,4,Auto,6
31990,WRANGLER UNLIMITED,Black,Black,2,2017,31247,JEEP,20,16,SUV,4,Auto,5
34990,EXPEDITION,Black,Ebony Cloth Blacket,2,2018,63010,FORD,22,17,SUV,4,Auto,10
29990,1500 QUAD CAB,Black,Black / Diesel Gray Interior Colors,2,2017,22941,RAM,21,15,Truck,4,Auto,8
10590,FORTE,Black,Black,2,2014,56025,KIA,34,25,Coupe,2,Auto,6
28990,STELVIO,Red,Black/Black Interior Colors,2,2018,41703,ALFA_ROMEO,28,22,SUV,4,Auto,8
31990,GIULIA,Blue,Black,2,2018,17462,ALFA_ROMEO,31,23,Sedan,4,Auto,8
12590,CT,Red,Black,2,2013,101396,LEXUS,40,43,Hatchback,4,Auto,CVT
20990,LACROSSE,White,Beige,2,2017,15519,BUICK,31,21,Sedan,4,Auto,6
31990,TACOMA DOUBLE CAB,Silver,Gray,2,2019,7605,TOYOTA,24,19,Truck,4,Auto,6
32990,WRANGLER UNLIMITED,Gray,Black,1,2017,27867,JEEP,20,16,SUV,4,Auto,5
32990,WRANGLER UNLIMITED,Red,Black Interior Color,2,2017,14821,JEEP,20,16,SUV,4,Auto,5
13990,IMPALA,Red,Black,2,2014,77586,CHEVROLET,29,19,Sedan,4,Auto,6
27990,TACOMA DOUBLE CAB,Silver,Lt. Gray,2,2017,31473,TOYOTA,24,19,Truck,4,Auto,6
16990,BEETLE,Red,Beige,2,2013,20229,VOLKSWAGEN,27,21,Convertible,2,Auto,6
11990,VERSA,Black,Charcoal,1,2019,17130,NISSAN,36,27,Sedan,4,Manual,5
18990,DURANGO,Red,Black,1,2017,75482,DODGE,26,19,SUV,4,Auto,8
19990,ES,Silver,Lt. Gray,2,2013,28532,LEXUS,31,21,Sedan,4,Auto,6
22990,GHIBLI,Blue,Tan,1,2014,78434,MASERATI,25,15,Sedan,4,Auto,8
26990,TACOMA DOUBLE CAB,White,Gray,2,2019,26360,TOYOTA,23,20,Truck,4,Auto,6
15990,REGAL,Gray,Black,1,2016,44710,BUICK,27,19,Sedan,4,Auto,6
31990,WRANGLER UNLIMITED,Red,Black,2,2017,30025,JEEP,20,16,SUV,4,Auto,5
24990,TLX,Silver,Black,2,2018,22908,ACURA,32,20,Sedan,4,Auto,9
32990,SILVERADO 1500 DOUBLE CAB,Blue,Black,2,2019,10523,CHEVROLET,21,15,Truck,4,Auto,6
19990,300,Gray,Black / Linen Interior Colors,2,2016,16860,CHRYSLER,31,19,Sedan,4,Auto,8
19990,CLA-CLASS,White,Beige,1,2014,43942,MERCEDES-BENZ,38,26,Coupe,4,Auto,7
29990,SILVERADO 1500 CREW CAB,White,Black,2,2018,16797,CHEVROLET,24,18,Truck,4,Auto,6
31990,SILVERADO 1500 CREW CAB,Silver,Black,2,2018,24102,CHEVROLET,23,16,Truck,4,Auto,6
22990,MURANO,Red,Black,2,2017,35241,NISSAN,28,21,SUV,4,Auto,CVT
31990,SILVERADO 1500 CREW CAB,Gray,Black,2,2018,20379,CHEVROLET,23,16,Truck,4,Auto,6
34990,CHARGER,Red,Black,2,2018,40993,DODGE,25,15,Sedan,4,Auto,8
33990,TACOMA DOUBLE CAB,White,Ash,1,2019,7889,TOYOTA,22,18,Truck,4,Auto,6
29990,CHARGER,Black,Black,1,2018,17250,DODGE,25,16,Sedan,4,Auto,8
28590,TACOMA DOUBLE CAB,Black,Other,2,2019,31945,TOYOTA,24,19,Truck,4,Auto,6
28990,TITAN CREW CAB,Gray,Black,1,2017,79951,NISSAN,21,15,Truck,4,Auto,7
10990,VELOSTER,Red,Black,1,2015,50368,HYUNDAI,36,27,Coupe,3,Auto,6
31990,ARMADA,Black,Black,2,2019,35360,NISSAN,19,14,SUV,4,Auto,7
31990,RX,Gray,Gray,1,2017,38119,LEXUS,27,20,SUV,4,Auto,8
27990,GIULIA,Black,Black / Red Interior Colors,1,2017,44792,ALFA_ROMEO,31,23,Sedan,4,Auto,8
26990,1500 QUAD CAB,Red,Black / Diesel Gray Interior Colors,2,2017,27241,RAM,23,16,Truck,4,Auto,8
31990,CHARGER,Black,Black,2,2017,14529,DODGE,25,16,Sedan,4,Auto,8
30990,WRANGLER UNLIMITED,White,Black Interior Color,1,2017,42270,JEEP,20,16,SUV,4,Auto,5
19990,MX-5 MIATA,Black,Spicy Mocha,2,2014,27748,MAZDA,28,21,Convertible,2,Auto,6
32590,MDX,White,Black,2,2018,64857,ACURA,26,18,SUV,4,Auto,9
12990,SANTA FE SPORT,Brown,Beige/Beige,1,2014,54998,HYUNDAI,27,20,SUV,4,Auto,6
27990,HIGHLANDER,White,Black,1,2019,25950,TOYOTA,27,20,SUV,4,Auto,8
26590,HIGHLANDER,Silver,Gray,1,2019,32540,TOYOTA,27,20,SUV,4,Auto,8
28990,1500 QUAD CAB,Black,Black / Diesel Gray Interior Colors,2,2017,20196,RAM,21,15,Truck,4,Auto,8
22990,QX60,Gray,Graphite,2,2016,46320,INFINITI,26,19,SUV,4,Auto,CVT
17590,HARDTOP 2 DOOR,White,Black,2,2018,21026,MINI,35,27,Hatchback,2,Auto,6
18990,TRAVERSE,Silver,Dark Titanium/Light Titanium,2,2017,45319,CHEVROLET,22,15,SUV,4,Auto,6
20590,TRAVERSE,White,Ebony,2,2017,33017,CHEVROLET,22,15,SUV,4,Auto,6
27990,WRANGLER UNLIMITED,Silver,Black,1,2017,43239,JEEP,21,16,SUV,4,Manual,6
27590,TACOMA DOUBLE CAB,White,Gray,2,2018,31174,TOYOTA,24,19,Truck,4,Auto,6
26990,HIGHLANDER,Silver,Black,1,2019,29013,TOYOTA,27,20,SUV,4,Auto,8
18990,TRAVERSE,Gray,Dark Titanium/Light Titanium,1,2017,36214,CHEVROLET,22,15,SUV,4,Auto,6
23990,ACADIA,Blue,Dark Ash Gray/ Light Ash Gray,2,2019,10012,GMC,26,21,SUV,4,Auto,6
16990,AVALON,Beige,Tan,2,2014,45649,TOYOTA,39,40,Sedan,4,Auto,CVT
24590,TLX,Gray,Black,1,2018,40080,ACURA,32,20,Sedan,4,Auto,9
20990,TRAVERSE,Black,Ebony,2,2017,28460,CHEVROLET,22,15,SUV,4,Auto,6
12590,AVALON,Burgundy,Black,1,2013,100187,TOYOTA,31,21,Sedan,4,Auto,6
19990,TRAVERSE,White,Black,2,2017,41356,CHEVROLET,22,15,SUV,4,Auto,6
14590,ES,Gray,Black,2,2011,88005,LEXUS,27,19,Sedan,4,Auto,6
17990,300,Gray,Black Interior Color,2,2017,35616,CHRYSLER,31,19,Sedan,4,Auto,8
31990,TACOMA DOUBLE CAB,White,Lt. Gray,2,2017,31541,TOYOTA,20,17,Truck,4,Manual,6
12990,MAXIMA,Blue,Dk. Gray,2,2013,88427,NISSAN,26,19,Sedan,4,Auto,CVT
30990,XE,Black,Black,1,2019,17323,JAGUAR,42,32,Sedan,4,Auto,8
20990,MKC,Blue,White Sand Prem Lthr Trim,1,2015,53562,LINCOLN,26,18,SUV,4,Auto,6
21590,LACROSSE,Silver,Ebony,2,2017,14990,BUICK,31,21,Sedan,4,Auto,6
10590,BEETLE,Silver,Black,1,2013,60084,VOLKSWAGEN,31,22,Hatchback,2,Manual,5
19990,ODYSSEY,White,Gray,1,2014,70818,HONDA,28,19,Minivan,4,Auto,6
11590,CC,Black,Black Leatherette,1,2013,54850,VOLKSWAGEN,31,22,Sedan,4,Auto,6
11590,SANTA FE SPORT,Gray,Gray,2,2014,104651,HYUNDAI,25,19,SUV,4,Auto,6
18990,MAZDA6,Black,Parchment,2,2017,32973,MAZDA,35,27,Sedan,4,Auto,6
18990,S5,Black,Black,2,2010,84395,AUDI,24,16,Coupe,2,Auto,6
11590,IQ,Blue,Black,1,2014,31788,SCION,37,36,Hatchback,2,Auto,CVT
26990,EXPEDITION,White,Black,1,2017,91748,FORD,21,15,SUV,4,Auto,6
21990,S5,Black,Black,2,2012,52247,AUDI,26,17,Convertible,2,Auto,7
19990,TLX,Blue,Gray,2,2017,21365,ACURA,34,21,Sedan,4,Auto,9
12990,TIGUAN,White,Black Leatherette,2,2015,71046,VOLKSWAGEN,26,21,SUV,4,Auto,6
16590,SANTA FE,Silver,Black,2,2017,80723,HYUNDAI,25,18,SUV,4,Auto,6
23990,MURANO,Black,Black,2,2018,30462,NISSAN,28,21,SUV,4,Auto,CVT
9590,IMPALA,Gold,Beige,2,2011,80166,CHEVROLET,29,19,Sedan,4,Auto,4
21590,HIGHLANDER,White,Tan,1,2015,90862,TOYOTA,24,18,SUV,4,Auto,6
29544,ENCLAVE,White,Shale,1,2018,52354,BUICK,26,18,SUV,4,Auto,9
27900,XF,White,Oyster / Light Oyster,1,2017,25270,JAGUAR,28,20,Sedan,4,Auto,8
16400,C-MAX HYBRID,White,Med Light Stone Leather Sea,1,2017,15159,FORD,38,42,Wagon,4,Auto,CVT
20900,EDGE,Black,Ebony Cloth Seats,1,2017,31893,FORD,27,20,SUV,4,Auto,6
20900,EDGE,White,Ebony Cloth Seats,1,2017,29007,FORD,27,20,SUV,4,Auto,6
22900,EDGE,Silver,Ebony Leather-Trimmed Seats,1,2017,32867,FORD,27,20,SUV,4,Auto,6
27500,MKX,Silver,Cappuccino Luxury Lthr Trim,1,2017,32128,LINCOLN,23,16,SUV,4,Auto,6
16990,CR-V,Black,Black,1,2015,77970,HONDA,34,27,SUV,4,Auto,CVT
12590,PRIUS C,Gray,Gray,2,2016,89469,TOYOTA,46,53,Hatchback,4,Auto,CVT
21990,E-CLASS,Black,Dk. Gray,2,2012,60344,MERCEDES-BENZ,28,19,Convertible,2,Auto,7
15990,X1,Black,Black,2,2015,58422,BMW,34,23,SUV,4,Auto,8
24990,C-CLASS,Gray,Other,1,2016,36670,MERCEDES-BENZ,31,24,Sedan,4,Auto,7
12990,PRIUS C,Gray,Lt. Blue,2,2015,73794,TOYOTA,46,53,Hatchback,4,Auto,CVT
27990,S90,Silver,Black,2,2018,31130,VOLVO,32,23,Sedan,4,Auto,8
22990,CAMRY HYBRID,White,Gray,2,2018,25810,TOYOTA,53,51,Sedan,4,Auto,CVT
20990,MUSTANG,White,Ebony Lthr Trm Power Seats,2,2016,41597,FORD,32,21,Coupe,2,Auto,6
16590,COUNTRYMAN,White,Lt. Brown,1,2015,54949,MINI,32,25,Hatchback,4,Auto,6
21990,IMPREZA,White,Beige,1,2018,40263,SUBARU,37,28,Wagon,4,Auto,CVT
21590,CLA-CLASS,Black,Beige,1,2015,45657,MERCEDES-BENZ,38,26,Coupe,4,Auto,7
16990,X1,Black,Black,2,2014,54765,BMW,33,22,SUV,4,Auto,8
25990,CANYON CREW CAB,Brown,Lt. Brown,2,2015,74608,GMC,24,17,Truck,4,Auto,6
11990,ALTIMA,Beige,Dk. Gray,2,2014,58020,NISSAN,38,27,Sedan,4,Auto,CVT
15990,ENCLAVE,Brown,Brown,2,2013,91380,BUICK,24,17,SUV,4,Auto,6
20990,MX-5 MIATA,Gray,Black,2,2016,20078,MAZDA,34,27,Convertible,2,Manual,6
15990,FORTE,Black,Gray,1,2019,14301,KIA,40,30,Sedan,4,Auto,CVT
15990,CR-V,Green,Gray,2,2012,59419,HONDA,31,23,SUV,4,Auto,5
16990,TERRAIN,White,Jet Black,1,2016,57833,GMC,24,17,SUV,4,Auto,6
21990,4 SERIES,Red,Black,2,2015,42077,BMW,35,23,Coupe,2,Auto,8
14990,CX-5,Brown,Black,1,2016,62299,MAZDA,33,26,SUV,4,Auto,6
11990,ROGUE,Gray,Black,2,2013,68535,NISSAN,28,23,SUV,4,Auto,CVT
17590,VELOSTER,White,Black,2,2019,16854,HYUNDAI,34,27,Coupe,3,Auto,6
16990,SANTA FE,Gray,Gray,2,2015,87338,HYUNDAI,25,18,SUV,4,Auto,6
10990,VERSA,Black,Black,1,2017,54921,NISSAN,39,31,Sedan,4,Auto,CVT
22990,RAV4,Gray,Black,1,2018,41655,TOYOTA,29,23,SUV,4,Auto,6
10990,FIESTA,White,Charcoal Black Cloth Seats,1,2018,40756,FORD,35,27,Hatchback,4,Manual,5
13990,CIVIC,White,Gray,1,2015,57274,HONDA,39,30,Coupe,2,Auto,CVT
20990,SIENNA,White,Lt. Gray,2,2013,51893,TOYOTA,25,18,Minivan,4,Auto,6
13990,CIVIC,Gray,Black,1,2014,72054,HONDA,39,30,Sedan,4,Auto,CVT
14990,COROLLA IM,Red,Black,2,2017,29743,TOYOTA,36,28,Hatchback,4,Auto,CVT
21990,Q5,Black,Black,1,2016,63394,AUDI,28,20,SUV,4,Auto,8
12590,CRUZE,Red,Lt. Brown,2,2011,47620,CHEVROLET,36,24,Sedan,4,Auto,6
16990,RENEGADE,White,Black,2,2015,40493,JEEP,29,21,SUV,4,Auto,9
29990,E-CLASS,Gray,Black,2,2017,35139,MERCEDES-BENZ,30,22,Sedan,4,Auto,9
30990,UX,White,Lt. Gray,1,2019,9642,LEXUS,28,22,SUV,4,Auto,10
19990,MUSTANG,Black,Ebony Cloth Blacket Seats,2,2016,31188,FORD,28,19,Coupe,2,Auto,6
11590,VELOSTER,White,Black,1,2015,100941,HYUNDAI,36,27,Coupe,3,Auto,6
14990,ROGUE,Blue,Dk. Gray,1,2015,37218,NISSAN,33,26,SUV,4,Auto,CVT
16990,ES,Silver,Black,1,2013,96324,LEXUS,31,21,Sedan,4,Auto,6
12990,PRIUS,White,Dk. Gray,1,2012,50047,TOYOTA,48,51,Hatchback,4,Auto,CVT
16990,ILX,Blue,Gray,1,2016,40181,ACURA,36,25,Sedan,4,Auto,8
11990,FIESTA,White,Charcoal Black/Contrast Sti,2,2019,30440,FORD,37,27,Sedan,4,Auto,6
17990,QX30,Black,Black,1,2017,61711,INFINITI,30,21,SUV,4,Auto,7
11990,SONATA,Silver,Gray,2,2016,89111,HYUNDAI,38,25,Sedan,4,Auto,6
31990,SL-CLASS,Black,Beige,2,2011,37536,MERCEDES-BENZ,22,14,Convertible,2,Auto,7
14590,COROLLA,White,Black,2,2018,34311,TOYOTA,36,28,Sedan,4,Auto,CVT
15990,X1,Silver,Black,1,2014,42846,BMW,34,23,SUV,4,Auto,8
14590,COUNTRYMAN,Black,Black,2,2015,61051,MINI,34,27,Hatchback,4,Manual,6
15590,ALTIMA,Black,Charcoal,1,2018,49349,NISSAN,38,27,Sedan,4,Auto,CVT
14990,ESCAPE,White,Charcoal Black Cloth Seats,1,2017,55065,FORD,29,21,SUV,4,Auto,6
23990,NX,Gray,Dk. Red,2,2015,57969,LEXUS,28,22,SUV,4,Auto,6
10990,COROLLA,White,Tan,2,2013,36539,TOYOTA,34,26,Sedan,4,Auto,4
20590,124 SPIDER,Silver,Black,1,2018,15977,FIAT,36,25,Convertible,2,Auto,6
23990,DURANGO,Red,Black,2,2017,37557,DODGE,26,19,SUV,4,Auto,8
15990,RDX,Silver,Black,2,2013,76025,ACURA,28,20,SUV,4,Auto,6
28990,X3,Silver,Black,1,2017,27244,BMW,28,21,SUV,4,Auto,8
10990,JETTA,Gray,Black,2,2015,45453,VOLKSWAGEN,36,25,Sedan,4,Auto,6
25990,COLORADO CREW CAB,White,Black,2,2015,28307,CHEVROLET,26,18,Truck,4,Auto,6
12590,VENZA,White,Tan,2,2009,97074,TOYOTA,25,18,Wagon,4,Auto,6
19990,MAZDA6,Blue,Black,2,2018,18278,MAZDA,35,26,Sedan,4,Auto,6
14990,CR-V,Gray,Gray,1,2013,72360,HONDA,30,22,SUV,4,Auto,5
21990,X1,Gray,Black,1,2016,48052,BMW,32,22,SUV,4,Auto,8
15990,MAZDA6,Black,Black,1,2017,24551,MAZDA,35,26,Sedan,4,Auto,6
9990,ELANTRA,Blue,Beige,2,2015,80078,HYUNDAI,38,28,Sedan,4,Auto,6
10990,CIVIC,Burgundy,Beige,2,2012,44191,HONDA,39,28,Sedan,4,Auto,5
33590,2 SERIES,Black,Black,2,2018,29761,BMW,30,21,Coupe,2,Auto,8
13990,OUTLANDER SPORT,Gray,Black,2,2017,50706,MITSUBISHI,29,23,SUV,4,Auto,CVT
14990,CT,White,Caramel,2,2014,71643,LEXUS,40,43,Hatchback,4,Auto,CVT
10590,ELANTRA,Silver,Gray,1,2016,101562,HYUNDAI,37,27,Sedan,4,Auto,6
24590,Q50,Blue,Black,1,2018,20069,INFINITI,27,19,Sedan,4,Auto,7
23990,CHALLENGER,Gray,Black,1,2015,55312,DODGE,23,15,Coupe,2,Manual,6
15990,X1,White,Beige,1,2015,51661,BMW,34,23,SUV,4,Auto,8
